tipo	Id	Orip	Ano	Turno	NoBolsa	NoCarpeta	TipoFormulario	Matricula	FechaInicial	FechaFinal	Correlativo	FolioInicial	FolioFinal	TotalFolios	NoFoliosPeriodico	CantidadPeriodico	NoFoliosMapa	CantidadMapa	NoFoliosCd	CantidadCd	Caja
2020	206841	236	2020	4460	1	1	6	53902	27/11/2020	27/11/2020	1 DE 1	1	5	5	0	0	0	0	0	0	2
2020	206842	236	2020	4462	1	1	6	23238	27/11/2020	27/11/2020	1 DE 1	6	6	1	0	0	0	0	0	0	2
2020	206843	236	2020	4465	1	1	6	35178	27/11/2020	27/11/2020	1 DE 1	7	13	7	0	0	0	0	0	0	2
2020	206844	236	2020	4469	1	1	6	8441	27/11/2020	27/11/2020	1 DE 1	14	21	8	0	0	0	0	0	0	2
2020	206845	236	2020	4474	1	1	6	35603	27/11/2020	27/11/2020	1 DE 1	22	38	17	0	0	0	0	0	0	2
2020	206846	236	2020	4475	1	1	6	44855	27/11/2020	27/11/2020	1 DE 1	39	51	13	0	0	0	0	0	0	2
2020	206847	236	2020	4494	1	1	6	50753	1/12/2020	1/12/2020	1 DE 1	52	65	14	0	0	0	0	0	0	2
2020	206848	236	2020	4747	1	1	6	24055	1/12/2020	1/12/2020	1 DE 1	66	67	2	0	0	0	0	0	0	2
2020	206849	236	2020	4749	1	1	6	86809	1/12/2020	1/12/2020	1 DE 1	68	92	25	0	0	0	0	0	0	2
2020	206850	236	2020	4750	1	1	6	85714	1/12/2020	1/12/2020	1 DE 1	93	108	16	0	0	0	0	0	0	2
2020	206851	236	2020	4751	1	1	6	1373	1/12/2020	1/12/2020	1 DE 1	109	113	5	0	0	0	0	0	0	2
2020	206852	236	2020	4752	1	1	6	55333	1/12/2020	1/12/2020	1 DE 1	114	124	11	0	0	0	0	0	0	2
2020	206853	236	2020	4757	1	1	6	25431	1/12/2020	1/12/2020	1 DE 1	125	133	9	0	0	0	0	0	0	2
2020	206854	236	2020	4759	1	1	6	76193	1/12/2020	1/12/2020	1 DE 1	134	136	3	0	0	0	0	0	0	2
2020	206855	236	2020	4762	1	1	6	42032	1/12/2020	1/12/2020	1 DE 1	137	145	9	0	0	0	0	0	0	2
2020	206856	236	2020	4767	1	1	6	53119	1/12/2020	1/12/2020	1 DE 1	146	154	9	0	0	0	0	0	0	2
2020	206859	236	2020	2947	1	1	6	767	1/12/2020	1/12/2020	1 DE 1	155	166	12	0	0	0	0	0	0	2
2020	206860	236	2020	4466	1	2	6	40833	1/12/2020	1/12/2020	1 DE 1	1	14	14	0	0	0	0	0	0	2
2020	206861	236	2020	4472	1	2	6	15633	1/12/2020	1/12/2020	1 DE 1	15	22	8	0	0	0	0	0	0	2
2020	206862	236	2020	4495	1	2	6	17208	1/12/2020	1/12/2020	1 DE 1	23	34	12	0	0	0	0	0	0	2
2020	206863	236	2020	4496	1	2	6	39061	1/12/2020	1/12/2020	1 DE 1	35	45	11	0	0	0	0	0	0	2
2020	206864	236	2020	4497	1	2	6	40943	1/12/2020	1/12/2020	1 DE 1	46	102	57	0	0	0	0	0	0	2
2020	206865	236	2020	4498	1	2	6	36217	1/12/2020	1/12/2020	1 DE 1	103	127	25	0	0	0	0	0	0	2
2020	206866	236	2020	4500	1	2	6	61822	1/12/2020	1/12/2020	1 DE 1	128	146	19	0	0	0	0	0	0	2
2020	206867	236	2020	4527	1	2	6	66192	1/12/2020	1/12/2020	1 DE 1	147	161	15	0	0	0	0	0	0	2
2020	206868	236	2020	4529	1	2	6	85063	1/12/2020	1/12/2020	1 DE 1	162	179	18	0	0	0	0	0	0	2
2020	206869	236	2020	4531	1	2	6	68832	1/12/2020	1/12/2020	1 DE 1	180	191	12	0	0	0	0	0	0	2
2020	206870	236	2020	4541	1	2	6	57579	1/12/2020	1/12/2020	1 DE 1	192	200	9	0	0	0	0	0	0	2
2020	206871	236	2020	4543	1	3	6	26841	1/12/2020	1/12/2020	1 DE 1	1	24	24	0	0	0	0	0	0	2
2020	206872	236	2020	4553	1	3	6	55086	1/12/2020	1/12/2020	1 DE 1	25	36	12	0	0	0	0	0	0	2
2020	206873	236	2020	4560	1	3	6	49059	1/12/2020	1/12/2020	1 DE 1	37	67	31	0	0	0	0	0	0	2
2020	206874	236	2020	4561	1	3	6	66349	1/12/2020	1/12/2020	1 de 1	68	79	12	0	0	0	0	0	0	2
2020	206875	236	2020	4562	1	3	6	35697	1/12/2020	1/12/2020	1 DE 1	80	89	10	0	0	0	0	0	0	2
2020	206876	236	2020	4563	1	3	6	86799	1/12/2020	1/12/2020	1 DE 1	90	106	17	0	0	0	0	0	0	2
2020	206877	236	2020	4564	1	3	6	86798	1/12/2020	1/12/2020	1 DE 1	107	124	18	0	0	0	0	0	0	2
2020	206878	236	2020	4565	1	3	6	32881	1/12/2020	1/12/2020	1 DE 1	125	143	19	0	0	0	0	0	0	2
2020	206879	236	2020	4568	1	3	6	68822	1/12/2020	1/12/2020	1 DE 1	144	156	13	0	0	0	0	0	0	2
2020	206880	236	2020	4569	1	3	6	39056	1/12/2020	1/12/2020	1 DE 1	157	169	13	0	0	0	0	0	0	2
2020	206881	236	2020	4571	1	3	6	50880	1/12/2020	1/12/2020	1 DE 1	170	181	12	0	0	0	0	0	0	2
2020	206882	236	2020	4572	1	3	6	25885	1/12/2020	1/12/2020	1 DE 1	182	193	12	0	0	0	0	0	0	2
2020	206883	236	2020	4573	1	4	6	36357	1/12/2020	1/12/2020	1 DE 1	1	12	12	0	0	0	0	0	0	2
2020	206884	236	2020	4575	1	4	6	5691	1/12/2020	1/12/2020	1 DE 1	13	23	11	0	0	0	0	0	0	2
2020	206885	236	2020	4763	1	4	6	70145	1/12/2020	1/12/2020	1 DE 1	24	29	6	0	0	0	0	0	0	2
2020	206886	236	2020	4769	1	4	6	28065	1/12/2020	1/12/2020	1 DE 1	30	36	7	0	0	0	0	0	0	2
2020	206887	236	2020	4770	1	4	6	1673	1/12/2020	1/12/2020	1 DE 1	37	65	29	0	0	0	0	0	0	2
2020	206888	236	2020	4772	1	4	6	41976	1/12/2020	1/12/2020	1 DE 1	66	90	25	0	0	0	0	0	0	2
2020	206889	236	2020	4773	1	4	6	56737	1/12/2020	1/12/2020	1 DE 1	91	112	22	0	0	0	0	0	0	2
2020	206890	236	2020	4774	1	4	6	2897	1/12/2020	1/12/2020	1 DE 1	113	136	24	0	0	0	0	0	0	2
2020	206891	236	2020	4775	1	4	6	21799	1/12/2020	1/12/2020	1 DE 1	137	152	16	0	0	0	0	0	0	2
2020	206892	236	2020	4776	1	4	6	29338	1/12/2020	1/12/2020	1 DE 1	153	167	15	0	0	0	0	0	0	2
2020	206893	236	2020	4778	1	4	6	16332	1/12/2020	1/12/2020	1 DE 1	168	183	16	0	0	0	0	0	0	2
2020	206894	236	2020	4779	1	4	6	67995	1/12/2020	1/12/2020	1 DE 1	184	195	12	0	0	0	0	0	0	2
2020	206895	236	2020	4780	1	5	6	84532	1/12/2020	1/12/2020	1 DE 1	1	20	20	0	0	0	0	0	0	2
2020	206896	236	2020	4781	1	5	6	84532	1/12/2020	1/12/2020	1 DE 1	21	28	8	0	0	0	0	0	0	2
2020	206897	236	2020	4782	1	5	6	48033	1/12/2020	1/12/2020	1 DE 1	29	47	19	0	0	0	0	0	0	2
2020	206898	236	2020	4783	1	5	6	38895	1/12/2020	1/12/2020	1 DE 1	48	58	11	0	0	0	0	0	0	2
2020	206899	236	2020	4787	1	5	6	58956	1/12/2020	1/12/2020	1 DE 1	59	73	15	0	0	0	0	0	0	2
2020	206900	236	2020	4789	1	5	6	73640	1/12/2020	1/12/2020	1 DE 1	74	90	17	0	0	0	0	0	0	2
2020	206901	236	2020	4790	1	5	6	74385	1/12/2020	1/12/2020	1 DE 1	91	100	10	0	0	0	0	0	0	2
2020	206902	236	2020	4791	1	5	6	11920	1/12/2020	1/12/2020	1 DE 1	101	105	5	0	0	0	0	0	0	2
2020	218968	236	2020	4792	1	5	6	83286	1/12/2020	1/12/2020	1 DE 1	106	110	5	0	0	0	0	0	0	2
2020	206904	236	2020	4795	1	5	6	39372	1/12/2020	1/12/2020	1 DE 1	111	121	11	0	0	0	0	0	0	2
2020	206905	236	2020	4796	1	5	6	6643	1/12/2020	1/12/2020	1 DE 1	122	154	33	0	0	0	0	0	0	2
2020	206906	236	2020	4798	1	5	6	30825	1/12/2020	1/12/2020	1 DE 1	155	170	16	0	0	0	0	0	0	2
2020	206907	236	2020	4799	1	5	6	30825	1/12/2020	1/12/2020	1 DE 1	171	184	14	0	0	0	0	0	0	2
2020	206908	236	2020	4800	1	6	6	71536	1/12/2020	1/12/2020	1 DE 1	1	76	76	0	0	0	0	0	0	2
2020	206947	236	2020	4753	1	6	6	23825	2/12/2020	2/12/2020	1 DE 1	77	82	6	0	0	0	0	0	0	2
2020	206948	236	2020	8181	1	6	6	87878	3/12/2020	3/12/2020	1 DE 1	83	92	10	0	0	0	0	0	0	2
2020	206949	236	2020	8183	1	6	6	87879	3/12/2020	3/12/2020	1 DE 1	93	102	10	0	0	0	0	0	0	2
2020	206950	236	2020	8188	1	6	6	87882	3/12/2020	3/12/2020	1 DE 1	103	111	9	0	0	0	0	0	0	2
2020	206951	236	2020	8388	1	6	6	87884	3/12/2020	3/12/2020	1 DE 1	112	118	7	0	0	0	0	0	0	2
2020	206952	236	2020	8390	1	6	6	87885	3/12/2020	3/12/2020	1 DE 1	119	125	7	0	0	0	0	0	0	2
2020	206953	236	2020	8392	1	6	6	87886	3/12/2020	3/12/2020	1 DE 1	126	131	6	0	0	0	0	0	0	2
2020	206954	236	2020	8402	1	6	6	87887	3/12/2020	3/12/2020	1 DE 1	132	137	6	0	0	0	0	0	0	2
2020	206955	236	2020	8404	1	6	6	87888	3/12/2020	3/12/2020	1 DE 1	138	143	6	0	0	0	0	0	0	2
2020	206956	236	2020	4356	1	6	6	2078	3/12/2020	3/12/2020	1 DE 1	144	157	14	0	0	0	0	0	0	2
2020	206957	236	2020	4576	1	6	6	30069	3/12/2020	3/12/2020	1 DE 1	158	182	25	0	0	0	0	0	0	2
2020	206958	236	2020	4577	1	6	6	74759	3/12/2020	3/12/2020	1 DE 1	183	194	12	0	0	0	0	0	0	2
2020	206959	236	2020	4581	1	6	6	70296	3/12/2020	3/12/2020	1 DE 1	195	205	11	0	0	0	0	0	0	2
2020	206960	236	2020	4584	1	7	6	73764	3/12/2020	3/12/2020	1 DE 1	1	13	13	0	0	0	0	0	0	2
2020	206961	236	2020	4585	1	7	6	37424	3/12/2020	3/12/2020	1 DE 1	14	24	11	0	0	0	0	0	0	2
2020	206962	236	2020	4594	1	7	6	87896	3/12/2020	3/12/2020	1 DE 1	25	35	11	0	0	0	0	0	0	2
2020	206963	236	2020	4595	1	7	6	87897	3/12/2020	3/12/2020	1 DE 1	36	46	11	0	0	0	0	0	0	2
2020	206964	236	2020	4601	1	7	6	71572	3/12/2020	3/12/2020	1 DE 1	47	116	70	0	0	0	0	0	0	2
2020	206965	236	2020	4694	1	7	6	69912	3/12/2020	3/12/2020	1 DE 1	117	131	15	0	0	0	0	0	0	2
2020	206966	236	2020	4794	1	7	6	9770	3/12/2020	3/12/2020	1 DE 1	132	179	48	0	0	0	0	0	0	2
2020	206967	236	2020	4801	1	7	6	61256	3/12/2020	3/12/2020	1 DE 1	180	197	18	0	0	0	0	0	0	2
2020	206968	236	2020	4802	1	8	6	4802	3/12/2020	3/12/2020	1 DE 1	1	18	18	0	0	0	0	0	0	2
2020	206969	236	2020	4803	1	8	6	69912	3/12/2020	3/12/2020	1 DE 1	19	33	15	0	0	0	0	0	0	2
2020	206970	236	2020	4804	1	8	6	4462	3/12/2020	3/12/2020	1 DE 1	34	38	5	0	0	0	0	0	0	2
2020	206971	236	2020	4806	1	8	6	69372	3/12/2020	3/12/2020	1 DE 1	39	50	12	0	0	0	0	0	0	2
2020	206972	236	2020	4807	1	8	6	87500	3/12/2020	3/12/2020	1 DE 1	51	69	19	0	0	0	0	0	0	2
2020	206973	236	2020	4811	1	8	6	19926	3/12/2020	3/12/2020	1 DE 1	70	119	50	0	0	0	0	0	0	2
2020	206974	236	2020	4812	1	8	6	60461	3/12/2020	3/12/2020	1 DE 1	120	136	17	0	0	0	0	0	0	2
2020	206975	236	2020	4818	1	8	6	51954	3/12/2020	3/12/2020	1 DE 1	137	150	14	0	0	0	0	0	0	2
2020	206976	236	2020	4819	1	8	6	59374	3/12/2020	3/12/2020	1 DE 1	151	162	12	0	0	0	0	0	0	2
2020	206977	236	2020	4820	1	8	6	13280	3/12/2020	3/12/2020	1 DE 1	163	178	16	0	0	0	0	0	0	2
2020	206978	236	2020	4821	1	8	6	30088	3/12/2020	3/12/2020	1 DE 1	179	184	6	0	0	0	0	0	0	2
2020	206979	236	2020	4823	1	8	6	68008	3/12/2020	3/12/2020	1 DE 1	185	208	24	0	0	0	0	0	0	2
2020	206980	236	2020	4825	1	9	6	4825	3/12/2020	3/12/2020	1 DE 1	1	41	41	0	0	0	0	0	0	2
2020	206981	236	2020	4833	1	9	6	13657	3/12/2020	3/12/2020	1 DE 1	42	53	12	0	0	0	0	0	0	2
2020	206982	236	2020	4473	1	9	6	15633	3/12/2020	3/12/2020	1 DE 1	54	62	9	0	0	0	0	0	0	2
2020	206983	236	2020	4487	1	9	6	81917	3/12/2020	3/12/2020	1 DE 1	63	84	22	0	0	0	0	0	0	2
2020	206984	236	2020	4488	1	9	6	81917	3/12/2020	3/12/2020	1 DE 1	85	91	7	0	0	0	0	0	0	2
2020	206985	236	2020	4547	1	9	6	45997	3/12/2020	3/12/2020	1 DE 1	92	104	13	0	0	0	0	0	0	2
2020	206986	236	2020	4549	1	9	6	1465	3/12/2020	3/12/2020	1 DE 1	105	115	11	0	0	0	0	0	0	2
2020	206987	236	2020	4554	1	9	6	25916	3/12/2020	3/12/2020	1 DE 1	116	132	17	0	0	0	0	0	0	2
2020	206988	236	2020	4555	1	9	6	27870	3/12/2020	3/12/2020	1 DE 1	133	151	19	0	0	0	0	0	0	2
2020	206989	236	2020	4558	1	9	6	35905	3/12/2020	3/12/2020	1 DE 1	152	163	12	0	0	0	0	0	0	2
2020	206990	236	2020	4559	1	10	6	49104	3/12/2020	3/12/2020	1 DE 1	1	11	11	0	0	0	0	0	0	2
2020	206909	236	2020	4849	1	10	6	23674	4/12/2020	4/12/2020	1 DE 1	12	28	17	0	0	0	0	0	0	2
2020	206910	236	2020	4828	1	10	6	67135	4/12/2020	4/12/2020	1 DE 1	29	38	10	0	0	0	0	0	0	2
2020	206911	236	2020	4827	1	10	6	67135	4/12/2020	4/12/2020	1 DE 1	39	45	7	0	0	0	0	0	0	2
2020	206912	236	2020	8386	1	10	6	13830	4/12/2020	4/12/2020	1 DE 1	46	49	4	0	0	0	0	0	0	2
2020	206913	236	2020	4501	1	10	6	83949	4/12/2020	4/12/2020	1 DE 1	50	77	28	0	0	0	0	0	0	2
2020	206914	236	2020	4537	1	10	6	74091	4/12/2020	4/12/2020	1 DE 1	78	108	31	0	0	0	0	0	0	2
2020	206915	236	2020	4557	1	10	6	87375	4/12/2020	4/12/2020	1 DE 1	109	137	29	0	0	0	0	0	0	2
2020	206916	236	2020	4574	2	1	6	46094	4/12/2020	4/12/2020	1 DE 1	1	34	34	0	0	0	0	0	0	3
2020	206917	236	2020	4578	2	1	6	68108	4/12/2020	4/12/2020	1 DE 1	35	88	54	0	0	0	0	0	0	3
2020	206918	236	2020	4590	2	1	6	85733	4/12/2020	4/12/2020	1 DE 1	89	94	6	0	0	0	0	0	0	3
2020	206919	236	2020	4771	2	1	6	62338	4/12/2020	4/12/2020	1 DE 1	95	115	34	0	0	0	0	0	0	3
2020	206920	236	2020	4809	2	1	6	85587	4/12/2020	4/12/2020	1 DE 1	116	163	34	0	0	0	0	0	0	3
2020	206921	236	2020	4810	2	1	6	85587	4/12/2020	4/12/2020	1 DE 1	164	177	14	0	0	0	0	0	0	3
2020	206922	236	2020	4834	2	1	6	9707	4/12/2020	4/12/2020	1 DE 1	178	201	34	0	0	0	0	0	0	3
2020	206923	236	2020	4835	2	2	6	65286	4/12/2020	4/12/2020	1 DE 1	1	12	12	0	0	0	0	0	0	3
2020	206924	236	2020	4836	2	2	6	83815	4/12/2020	4/12/2020	1 DE 1	13	28	16	0	0	0	0	0	0	3
2020	206925	236	2020	4837	2	2	6	32779	4/12/2020	4/12/2020	1 DE 1	29	38	10	0	0	0	0	0	0	3
2020	206926	236	2020	4838	2	2	6	32779	4/12/2020	4/12/2020	1 DE 1	39	50	12	0	0	0	0	0	0	3
2020	206927	236	2020	4839	2	2	6	39468	4/12/2020	4/12/2020	1 DE 1	51	65	15	0	0	0	0	0	0	3
2020	206928	236	2020	4840	2	2	6	60779	4/12/2020	4/12/2020	1 DE 1	66	79	14	0	0	0	0	0	0	3
2020	206929	236	2020	4841	2	2	6	51017	4/12/2020	4/12/2020	1 DE 1	80	92	13	0	0	0	0	0	0	3
2020	206930	236	2020	4842	2	2	6	85590	4/12/2020	4/12/2020	1 DE 1	93	133	34	0	0	0	0	0	0	3
2020	206931	236	2020	4843	2	2	6	85590	4/12/2020	4/12/2020	1 DE 1	134	145	12	0	0	0	0	0	0	3
2020	206932	236	2020	4844	2	2	6	54327	4/12/2020	4/12/2020	1 DE 1	146	160	15	0	0	0	0	0	0	3
2020	206933	236	2020	4846	2	2	6	40627	4/12/2020	4/12/2020	1 DE 1	161	177	17	0	0	0	0	0	0	3
2020	206934	236	2020	4847	2	2	6	59090	4/12/2020	4/12/2020	1 DE 1	178	188	12	0	0	0	0	0	0	3
2020	206935	236	2020	4848	2	2	6	53306	4/12/2020	4/12/2020	1 DE 1	189	205	17	0	0	0	0	0	0	3
2020	206936	236	2020	4850	2	3	6	24283	4/12/2020	4/12/2020	1 DE 1	1	12	12	0	0	0	0	0	0	3
2020	206937	236	2020	4851	2	3	6	24283	4/12/2020	4/12/2020	1 DE 1	13	25	12	0	0	0	0	0	0	3
2020	206938	236	2020	4852	2	3	6	30791	4/12/2020	4/12/2020	1 DE 1	26	30	5	0	0	0	0	0	0	3
2020	206939	236	2020	4853	2	3	6	30791	4/12/2020	4/12/2020	1 DE 1	31	42	12	0	0	0	0	0	0	3
2020	206940	236	2020	4854	2	3	6	42790	4/12/2020	4/12/2020	1 DE 1	43	45	3	0	0	0	0	0	0	3
2020	206941	236	2020	4856	2	3	6	53324	4/12/2020	4/12/2020	1 DE 1	46	68	23	0	0	0	0	0	0	3
2020	206942	236	2020	4858	2	3	6	51685	4/12/2020	4/12/2020	1 DE 1	69	105	37	0	0	0	0	0	0	3
2020	206943	236	2020	4859	2	3	6	789	4/12/2020	4/12/2020	1 DE 1	106	107	2	0	0	0	0	0	0	3
2020	206944	236	2020	4860	2	3	6	30900	4/12/2020	4/12/2020	1 DE 1	108	122	15	0	0	0	0	0	0	3
2020	206945	236	2020	4861	2	3	6	69631	4/12/2020	4/12/2020	1 DE 1	123	212	90	0	0	0	0	0	0	3
2020	206946	236	2020	4862	2	4	6	57015	4/12/2020	4/12/2020	1 DE 1	1	19	19	0	0	0	0	0	0	3
2020	207035	236	2020	4863	2	4	6	66673	4/12/2020	4/12/2020	1 DE 1	20	30	11	0	0	0	0	0	0	3
2020	207037	236	2020	4831	2	4	6	14575	9/12/2020	9/12/2020	1 DE 1	31	43	13	0	0	0	0	0	0	3
2020	206857	236	2020	4784	2	4	6	54148	9/12/2020	9/12/2020	1 DE 1	44	57	14	0	0	0	0	0	0	3
2020	206858	236	2020	4788	2	4	6	74384	9/12/2020	9/12/2020	1 DE 1	58	70	13	0	0	0	0	0	0	3
2020	207044	236	2020	8185	2	4	6	87880	9/12/2020	9/12/2020	1 DE 1	71	83	13	0	0	0	0	0	0	3
2020	207046	236	2020	8187	2	4	6	87881	9/12/2020	9/12/2020	1 DE 1	84	93	10	0	0	0	0	0	0	3
2020	207048	236	2020	8338	2	4	6	87883	9/12/2020	9/12/2020	1 DE 1	94	101	8	0	0	0	0	0	0	3
2020	207054	236	2020	4588	2	4	6	68547	9/12/2020	9/12/2020	1 DE 1	102	115	14	0	0	0	0	0	0	3
2020	207056	236	2020	4592	2	4	6	87891	9/12/2020	9/12/2020	1 DE 1	116	127	12	0	0	0	0	0	0	3
2020	207058	236	2020	4593	2	4	6	87895	9/12/2020	9/12/2020	1 DE 1	128	140	13	0	0	0	0	0	0	3
2020	207059	236	2020	4597	2	4	6	87377	9/12/2020	9/12/2020	1 DE 1	141	158	18	0	0	0	0	0	0	3
2020	207062	236	2020	4598	2	4	6	39082	9/12/2020	9/12/2020	1 DE 1	159	171	13	0	0	0	0	0	0	3
2020	207064	236	2020	4600	2	4	6	30736	9/12/2020	9/12/2020	1 DE 1	172	189	18	0	0	0	0	0	0	3
2020	207065	236	2020	4604	2	4	6	4417	9/12/2020	9/12/2020	1 DE 1	190	199	10	0	0	0	0	0	0	3
2020	207068	236	2020	4589	2	4	6	74942	9/12/2020	9/12/2020	1 DE 1	200	211	12	0	0	0	0	0	0	3
2020	207075	236	2020	4318	2	5	6	87898	10/12/2020	10/12/2020	1 DE 1	1	11	11	0	0	0	0	0	0	3
2020	207078	236	2020	4376	2	5	6	19230	10/12/2020	10/12/2020	1 DE 1	12	25	14	0	0	0	0	0	0	3
2020	207079	236	2020	4539	2	5	6	32205	10/12/2020	10/12/2020	1 DE 1	26	27	2	0	0	0	0	0	0	3
2020	207081	236	2020	4596	2	5	6	42693	10/12/2020	10/12/2020	1 DE 1	28	39	12	0	0	0	0	0	0	3
2020	207083	236	2020	4605	2	5	6	82709	10/12/2020	10/12/2020	1 DE 1	40	60	21	0	0	0	0	0	0	3
2020	207085	236	2020	4606	2	5	6	82709	10/12/2020	10/12/2020	1 DE 1	61	67	7	0	0	0	0	0	0	3
2020	207088	236	2020	4607	2	5	6	82708	10/12/2020	10/12/2020	1 DE 1	68	88	21	0	0	0	0	0	0	3
2020	207090	236	2020	4608	2	5	6	82708	10/12/2020	10/12/2020	1 DE 1	89	95	7	0	0	0	0	0	0	3
2020	207092	236	2020	4610	2	5	6	74140	10/12/2020	10/12/2020	1 DE 1	96	110	15	0	0	0	0	0	0	3
2020	207094	236	2020	4611	2	5	6	32731	10/12/2020	10/12/2020	1 DE 1	111	130	20	0	0	0	0	0	0	3
2020	207096	236	2020	4612	2	5	6	21007	10/12/2020	10/12/2020	1 DE 1	131	142	12	0	0	0	0	0	0	3
2020	207098	236	2020	4613	2	5	6	70917	10/12/2020	10/12/2020	1 DE 1	143	153	11	0	0	0	0	0	0	3
2020	207101	236	2020	4614	2	5	6	65738	10/12/2020	10/12/2020	1 DE 1	154	174	21	0	0	0	0	0	0	3
2020	207103	236	2020	4615	2	5	6	71211	10/12/2020	10/12/2020	1 DE 1	175	186	12	0	0	0	0	0	0	3
2020	207106	236	2020	4616	2	5	6	57082	10/12/2020	10/12/2020	1 DE 1	187	196	10	0	0	0	0	0	0	3
2020	207108	236	2020	4619	2	5	6	12708	10/12/2020	10/12/2020	1 DE 1	197	213	17	0	0	0	0	0	0	3
2020	207111	236	2020	4620	2	6	6	5160	10/12/2020	10/12/2020	1 DE 1	1	13	13	0	0	0	0	0	0	3
2020	207112	236	2020	4621	2	6	6	43782	10/12/2020	10/12/2020	1 DE 1	14	24	11	0	0	0	0	0	0	3
2020	207113	236	2020	4624	2	6	6	70956	10/12/2020	10/12/2020	1 DE 1	25	36	12	0	0	0	0	0	0	3
2020	207114	236	2020	4625	2	6	6	9478	10/12/2020	10/12/2020	1 DE 1	37	40	4	0	0	0	0	0	0	3
2020	207115	236	2020	4623	2	6	6	41551	10/12/2020	10/12/2020	1 DE 1	41	57	17	0	0	0	0	0	0	3
2020	207116	236	2020	4628	2	6	6	54002	10/12/2020	10/12/2020	1 DE 1	58	70	13	0	0	0	0	0	0	3
2020	207117	236	2020	4630	2	6	6	40487	10/12/2020	10/12/2020	1 DE 1	71	96	26	0	0	0	0	0	0	3
2020	207118	236	2020	4631	2	6	6	23236	10/12/2020	10/12/2020	1 DE 1	97	101	5	0	0	0	0	0	0	3
2020	207119	236	2020	4634	2	6	6	66956	10/12/2020	10/12/2020	1 DE 1	102	113	12	0	0	0	0	0	0	3
2020	207120	236	2020	4636	2	6	6	394	10/12/2020	10/12/2020	1 DE 1	114	121	8	0	0	0	0	0	0	3
2020	207121	236	2020	4637	2	6	6	74141	10/12/2020	10/12/2020	1 DE 1	122	138	17	0	0	0	0	0	0	3
2020	207122	236	2020	4638	2	6	6	68733	10/12/2020	10/12/2020	1 DE 1	139	170	32	0	0	0	0	0	0	3
2020	207123	236	2020	4639	2	6	6	68733	10/12/2020	10/12/2020	1 DE 1	171	177	7	0	0	0	0	0	0	3
2020	207124	236	2020	4640	2	6	6	481	10/12/2020	10/12/2020	1 DE 1	178	189	12	0	0	0	0	0	0	3
2020	207125	236	2020	4641	2	7	6	34524	10/12/2020	10/12/2020	1 DE 1	1	30	30	0	0	0	0	0	0	3
2020	207126	236	2020	4642	2	7	6	73240	10/12/2020	10/12/2020	1 DE 1	31	51	21	0	0	0	0	0	0	3
2020	207127	236	2020	4643	2	7	6	53648	10/12/2020	10/12/2020	1 DE 1	52	109	58	0	0	0	0	0	0	3
2020	207128	236	2020	4644	2	7	6	29430	10/12/2020	10/12/2020	1 DE 1	110	115	6	0	0	0	0	0	0	3
2020	207129	236	2020	4645	2	7	6	29430	10/12/2020	10/12/2020	1 DE 1	116	126	11	0	0	0	0	0	0	3
2020	207130	236	2020	4646	2	7	6	82539	10/12/2020	10/12/2020	1 DE 1	127	138	12	0	0	0	0	0	0	3
2020	207131	236	2020	4648	2	7	6	68090	10/12/2020	10/12/2020	1 DE 1	139	170	32	0	0	0	0	0	0	3
2020	207132	236	2020	4649	2	7	6	39077	10/12/2020	10/12/2020	1 DE 1	171	187	17	0	0	0	0	0	0	3
2020	207133	236	2020	4652	2	8	6	74209	10/12/2020	10/12/2020	1 DE 1	1	14	14	0	0	0	0	0	0	3
2020	207134	236	2020	4653	2	8	6	69365	10/12/2020	10/12/2020	1 DE 1	15	29	15	0	0	0	0	0	0	3
2020	207135	236	2020	4654	2	8	6	41	10/12/2020	10/12/2020	1 DE 1	30	32	3	0	0	0	0	0	0	3
2020	207136	236	2020	4655	2	8	6	67409	10/12/2020	10/12/2020	1 DE 1	33	46	14	0	0	0	0	0	0	3
2020	207137	236	2020	4658	2	8	6	65653	10/12/2020	10/12/2020	1 DE 1	47	58	12	0	0	0	0	0	0	3
2020	207138	236	2020	4659	2	8	6	14583	10/12/2020	10/12/2020	1 DE 1	59	63	5	0	0	0	0	0	0	3
2020	207139	236	2020	4660	2	8	6	15203	10/12/2020	10/12/2020	1 DE 1	64	67	4	0	0	0	0	0	0	3
2020	207140	236	2020	4661	2	8	6	67912	10/12/2020	10/12/2020	1 DE 1	68	80	13	0	0	0	0	0	0	3
2020	207141	236	2020	4662	2	8	6	44065	10/12/2020	10/12/2020	1 DE 1	81	91	11	0	0	0	0	0	0	3
2020	207142	236	2020	4887	2	8	6	82287	10/12/2020	10/12/2020	1 DE 1	92	113	22	0	0	0	0	0	0	3
2020	207143	236	2020	4888	2	8	6	82287	10/12/2020	10/12/2020	1 DE 1	114	120	7	0	0	0	0	0	0	3
2020	207144	236	2020	4889	2	8	6	30560	10/12/2020	10/12/2020	1 DE 1	121	136	16	0	0	0	0	0	0	3
2020	207145	236	2020	4891	2	8	6	83851	10/12/2020	10/12/2020	1 DE 1	137	155	19	0	0	0	0	0	0	3
2020	207146	236	2020	4892	2	8	6	69126	10/12/2020	10/12/2020	1 DE 1	156	178	23	0	0	0	0	0	0	3
2020	207147	236	2020	4894	2	8	6	66791	10/12/2020	10/12/2020	1 DE 1	179	195	17	0	0	0	0	0	0	3
